soil_moisture,avg_temp,humidity,soil_ph,rainfall_mm,optimal_crop,expected_yield_kg,irrigation_needed_liters,fertilizer_req_kg
39.963209507789,30.572453554086543,70.45272456566735,6.897197148025555,590.7757829874992,Rice,200,900.5518573831649,7
86.05714451279329,29.37545632889193,79.75110478935292,6.55483142086122,894.6814831424933,Corn,200,209.1428323081007,1
68.5595153449124,15.769261974193071,38.785092409437425,5.652738103838118,858.189472867897,Soybeans,200,471.607269826314,16
57.89267873576293,25.237434828784693,66.86555747052492,4.525857431158842,991.5679262216536,Corn,200,631.6098189635561,39
22.48149123539492,26.405868563575712,62.88094873578115,6.484956887603255,641.8236416610869,Soybeans,200,1162.7776314690764,0
22.479561626896214,26.964683426907015,82.46227825912032,5.642503954248973,806.8016192456294,Soybeans,200,1162.8065755965567,17
14.646688973455957,32.40517107681997,87.95652953609454,7.43843320284214,526.995640914673,Rice,200,1280.2996653981606,18
79.29409166199481,31.008076401806353,20.91175786080401,4.5957850610819335,940.2989563849429,Potatoes,200,310.5886250700778,38
58.0892009394567,33.23715278380334,70.55149392940945,6.839311245223163,903.7742360880244,Rice,200,628.6619859081495,6
66.64580622368364,37.94649784626385,23.887684933979678,8.265896950024262,899.1610042055141,Soybeans,200,500.31290664474545,35
11.646759543664196,39.3895721614828,61.164399880801696,5.197637068445998,800.3238062713882,Potatoes,200,1325.2986068450373,26
87.59278817295954,36.54369228679484,41.57245467827586,6.386597963002382,882.9545781577582,Soybeans,200,186.10817740560685,2
76.59541126403374,43.66571087864804,43.00824496416059,4.865687967268553,1120.8678216617193,Potatoes,200,351.06883103949383,32
26.987128854262092,15.546977480290849,46.47188775892674,7.0027276490454105,742.9811485915972,Soybeans,200,1095.1930671860687,10
24.54599737656805,20.87333957050638,66.59693367872076,6.702126722384902,827.7290367420169,Soybeans,200,1131.8100393514792,4
24.672360788274705,15.226886249344263,45.053747425157695,6.129462096851329,582.774740163718,Wheat,200,1129.9145881758795,7
34.33937943676302,34.42424142463809,74.95242879427103,6.585508085894965,626.3478076803335,Rice,200,984.9093084485548,1
51.98051453057903,41.94091646849961,50.339553918040224,8.08629863387604,819.5626586186614,Soybeans,200,720.2922820413146,31
44.55560149136926,22.304468897288977,25.126490023246895,5.285177209244268,1020.7867093403814,Potatoes,200,831.6659776294612,24
33.298331215843355,42.8110363438892,78.78198818630804,4.590258046821389,748.7438351496855,Rice,200,1000.5250317623497,38
58.94823157779036,16.808021708686827,41.43187434445295,7.946659538796403,752.8166941375753,Soybeans,200,615.7765263331446,28
21.15950885216335,43.03308080416543,52.457515969944694,6.808468329551626,718.6229510991251,Soybeans,200,1182.6073672175496,6
33.37157188281745,25.54868061718903,71.40829124164262,8.06263382184737,693.0486658311354,Soybeans,200,999.4264217577382,31
39.308947463495336,18.042624853476497,44.9342117861534,6.887780893652691,858.9942911417643,Soybeans,200,910.3657880475699,7
46.48559873736288,29.57615277558977,24.243924211003673,7.74064435983881,500.5484709642711,Soybeans,200,802.7160189395569,24
72.81407691144109,22.70329703161524,48.04407852596102,6.218693453420592,1056.1879153333455,Corn,200,407.7888463283836,5
25.973902572668777,23.546187058857683,90.83364370207276,7.499439725153075,666.9155403741079,Soybeans,200,1110.3914614099683,19
51.13875507308893,24.218698947788596,68.13007979739186,8.152165867559424,944.3806970876283,Corn,200,732.9186739036661,33
57.3931655089634,39.0907769349799,70.36093615004052,6.788491854888825,546.0002805212248,Rice,200,639.102517365549,5
13.716033017599818,31.174838300257633,67.42116152282298,5.223140602249519,933.7680261092437,Potatoes,200,1294.2595047360028,25
58.603588152115066,24.33923097468011,34.92441042195776,5.575190460120792,934.3889215628994,Corn,200,620.946177718274,18
23.64192989498332,33.31001349932755,51.37503980767101,5.294578307589623,876.8404144011793,Potatoes,200,1145.3710515752502,24
15.204127438822361,36.48452022669581,76.32048487724887,5.487428110382932,601.1142956400415,Rice,200,1271.9380884176646,20
85.91084298026666,23.17872002200601,27.602967316486936,5.725661797404145,849.9096379196154,Corn,200,211.33735529600003,15
87.25056264596475,27.406473045760546,40.83895820672842,6.720535147012754,563.3887630531221,Corn,200,191.24156031052877,4
74.67178784931689,18.656582800108428,40.72393313493902,6.851966517855331,749.447348980763,Soybeans,200,379.92318226024673,7
34.36910153386965,20.43448048604041,52.40141956958795,6.205998988967444,1005.8826201910651,Soybeans,200,984.4634769919552,5
17.81376912051071,35.433535618949485,93.52765557066388,6.961683119283341,959.3403854141484,Rice,200,1232.7934631923392,9
64.73864212097254,20.44315043086881,25.062691001286645,4.826299702445464,803.0365885080867,Corn,200,528.9203681854119,33
45.21219949916811,30.754901510011805,58.90257457854463,4.85115294823264,605.0386848154317,Potatoes,200,821.8170075124784,32
19.763058787582306,36.27138785167298,33.45235115091578,5.187317841430634,929.1175424348387,Potatoes,200,1203.5541181862654,26
49.614152808901615,18.206307692842316,92.8007409057308,6.5723099921613795,803.8762475396051,Soybeans,200,755.7877078664758,1
12.751081689217472,32.01936658886711,28.497762854559817,5.355978714793254,335.93688035391534,Potatoes,200,1308.733774661738,22
82.74563216630257,22.696883511040912,50.27007517711934,5.633137613970309,956.5259652633036,Corn,200,258.81551750546146,17
30.702398528001353,43.887806257127394,75.34137386259546,6.101251344691976,795.1534332260616,Rice,200,1039.4640220799797,7
63.00178274831856,29.50636940159774,72.8415821020584,7.74746449604152,1040.4902495966144,Corn,200,554.9732587752216,24
34.93688608715288,39.17977649325474,51.70464776704492,4.5554485436514405,580.9458962314391,Potatoes,200,975.9467086927067,38
51.605441694224865,31.506796264687853,45.98931259645387,7.09751528094649,164.65923736079992,Soybeans,200,725.918374586627,11
53.73682234746237,16.302375985644574,49.820928391465294,7.175506124162741,855.816771669037,Soybeans,200,693.9476647880645,13
24.788356442042165,33.99454126782067,39.82071973689794,7.694623121426546,858.3127353363946,Soybeans,200,1128.1746533693677,23
87.56677022116469,43.54210026619971,35.39997040300999,8.231011756241253,461.8656744787096,Soybeans,200,186.49844668252967,34
72.01062586888916,33.048354604389935,56.22797731691675,4.580551395797159,604.3000908266788,Potatoes,200,419.84061196666255,38
85.15991532513513,39.57566578280371,40.14003170507055,5.115134822052864,1351.0435487439804,Potatoes,200,222.60127012297303,27
81.5861880342119,41.526193900452235,41.55962486729376,8.044685176223972,738.8778771692394,Soybeans,200,276.2071794868215,30
57.83199830488681,21.842393158467974,69.25670476059179,6.3340742487480615,946.1917952752432,Corn,200,632.5200254266979,3
83.74993880184934,21.3613451972468,92.64029987749191,6.758362555733854,669.8680345263233,Corn,200,243.7509179722599,5
17.07940016415356,33.32942966552975,65.27279004195313,7.152108814892589,381.9394202293687,Soybeans,200,1243.8089975376968,13
25.678628993531618,27.330854094201143,25.77346002987247,7.216266417982549,765.948350640819,Soybeans,200,1114.8205650970258,14
